,año,mes,fecha,hora_hecho,delito,categoria_delito,sexo,edad,tipo_persona,colonia ,alcaldía,latitud,longitud
0,2019,Enero,2019-01-04,15:00:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,21,FISICA,CENTRO,CUAUHTEMOC,19.4261,-99.13785
1,2019,Enero,2019-01-04,13:20:00,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Femenino,50,FISICA,MORELOS,CUAUHTEMOC,19.4463,-99.13053
2,2019,Enero,2019-01-04,14:35:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,27,FISICA,AMPLIACIÓN ASTURIAS,CUAUHTEMOC,19.40671,-99.13551
3,2019,Enero,2019-01-04,14:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,22,FISICA,CENTRO,CUAUHTEMOC,19.43197,-99.13343
4,2019,Enero,2019-01-05,02:00:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,38,FISICA,ROMA NORTE,CUAUHTEMOC,19.41242,-99.16241
5,2019,Enero,2019-01-05,02:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,47,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.4508,-99.13589
6,2019,Enero,2019-01-05,13:26:00,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,27,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.44656,-99.15333
7,2019,Enero,2019-01-05,19:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,44,FISICA,GUERRERO,CUAUHTEMOC,19.43853,-99.14567
8,2019,Enero,2019-01-05,20:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,50,FISICA,TABACALERA,CUAUHTEMOC,19.43722,-99.14706
9,2019,Enero,2019-01-06,01:00:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,29,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4131,-99.17228
10,2019,Enero,2019-01-05,15:45:00,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Masculino,23,FISICA,HIPÓDROMO,CUAUHTEMOC,19.40719,-99.16821
11,2019,Enero,2019-01-03,21:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,27,FISICA,DOCTORES,CUAUHTEMOC,19.42083,-99.15021
12,2019,Enero,2019-01-04,18:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,32,FISICA,DOCTORES,CUAUHTEMOC,19.40718,-99.14498
13,2019,Enero,2019-01-07,15:25:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,21,FISICA,CENTRO,CUAUHTEMOC,19.43489,-99.14478
14,2019,Enero,2019-01-04,18:00:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,19,FISICA,OBRERA,CUAUHTEMOC,19.40921,-99.13577
15,2019,Enero,2019-01-06,11:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,36,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.4475,-99.16023
16,2019,Enero,2019-01-02,13:40:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,35,FISICA,CENTRO,CUAUHTEMOC,19.44271,-99.12478
17,2019,Enero,2019-01-01,19:30:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,44,FISICA,PAULINO NAVARRO,CUAUHTEMOC,19.41011,-99.1298
18,2019,Enero,2019-01-08,09:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,29,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.45374,-99.1342
19,2019,Enero,2019-01-05,16:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,33,FISICA,GUERRERO,CUAUHTEMOC,19.4453,-99.14695
20,2019,Enero,2019-01-05,22:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,22,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.44351,-99.16486
21,2019,Enero,2019-01-05,15:30:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,44,FISICA,GUERRERO,CUAUHTEMOC,19.44374,-99.1391
22,2019,Enero,2019-01-08,14:45:00,ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,Masculino,64,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.44108,-99.1585
23,2019,Enero,2019-01-07,22:40:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,31,FISICA,ROMA NORTE,CUAUHTEMOC,19.41977,-99.157
24,2019,Enero,2019-01-08,18:10:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,55,FISICA,TRANSITO,CUAUHTEMOC,19.41384,-99.13168
25,2019,Enero,2019-01-08,22:30:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,33,FISICA,HIPÓDROMO,CUAUHTEMOC,19.40808,-99.17222
26,2019,Enero,2019-01-07,21:50:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,30,FISICA,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,19.46245,-99.14304
27,2019,Enero,2019-01-04,00:05:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,35,FISICA,DOCTORES,CUAUHTEMOC,19.41213,-99.14641
28,2019,Enero,2019-01-09,01:54:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,28,FISICA,ATLAMPA,CUAUHTEMOC,19.45901,-99.14955
29,2019,Enero,2019-01-05,22:00:00,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,43,FISICA,BUENAVISTA,CUAUHTEMOC,19.44628,-99.15308
30,2019,Enero,2019-01-10,12:45:00,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,45,FISICA,CUAUHTÉMOC,CUAUHTEMOC,19.43324,-99.16466
31,2019,Enero,2019-01-10,07:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,60,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.45035,-99.13543
32,2019,Enero,2019-01-11,10:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,40,FISICA,MORELOS,CUAUHTEMOC,19.44541,-99.13055
33,2019,Enero,2019-01-11,14:20:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,21,FISICA,GUERRERO,CUAUHTEMOC,19.43749,-99.14677
34,2019,Enero,2019-01-11,15:23:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,24,FISICA,CENTRO,CUAUHTEMOC,19.42694,-99.14265
35,2019,Enero,2019-01-11,15:30:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,24,FISICA,CENTRO,CUAUHTEMOC,19.42593,-99.13318
36,2019,Enero,2019-01-11,16:45:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,58,FISICA,CENTRO,CUAUHTEMOC,19.43113,-99.1348
37,2019,Enero,2019-01-11,17:17:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,34,FISICA,CENTRO,CUAUHTEMOC,19.42801,-99.14875
38,2019,Enero,2019-01-12,01:50:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,24,FISICA,JUÁREZ,CUAUHTEMOC,19.42546,-99.16523
39,2019,Enero,2019-01-11,14:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,57,FISICA,ATLAMPA,CUAUHTEMOC,19.45751,-99.15723
40,2019,Enero,2019-01-12,19:50:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,48,FISICA,DOCTORES,CUAUHTEMOC,19.42263,-99.15244
41,2019,Enero,2019-01-13,10:30:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,42,FISICA,BUENAVISTA,CUAUHTEMOC,19.44376,-99.15058
42,2019,Enero,2019-01-13,16:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,42,FISICA,MORELOS,CUAUHTEMOC,19.44756,-99.13263
43,2019,Enero,2019-01-12,00:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,28,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.45308,-99.16033
44,2019,Enero,2019-01-13,19:30:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,65,FISICA,ROMA NORTE,CUAUHTEMOC,19.42496,-99.15735
45,2019,Enero,2019-01-14,04:12:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,51,FISICA,GUERRERO,CUAUHTEMOC,19.44777,-99.13669
46,2019,Enero,2019-01-13,10:30:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,43,FISICA,BUENAVISTA,CUAUHTEMOC,19.44044,-99.15158
47,2019,Enero,2019-01-14,07:30:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,44,FISICA,ROMA SUR,CUAUHTEMOC,19.40829,-99.16194
48,2019,Junio,2019-06-06,11:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,24,FISICA,GUERRERO,CUAUHTEMOC,19.43829,-99.14359
49,2019,Junio,2019-06-05,18:00:00,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,40,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.45117,-99.15835
50,2019,Mayo,2019-05-31,08:30:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Femenino,27,FISICA,CENTRO,CUAUHTEMOC,19.42609,-99.13286
51,2019,Junio,2019-06-06,23:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,52,FISICA,BUENAVISTA,CUAUHTEMOC,19.43829,-99.1505
52,2019,Junio,2019-06-06,23:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,22,FISICA,ROMA NORTE,CUAUHTEMOC,19.42295,-99.16527
53,2019,Junio,2019-06-03,18:30:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,26,FISICA,ROMA NORTE,CUAUHTEMOC,19.42558,-99.15455
54,2019,Junio,2019-06-06,19:45:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,27,FISICA,GUERRERO,CUAUHTEMOC,19.43765,-99.14752
55,2019,Junio,2019-06-07,06:40:00,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,30,FISICA,ESPERANZA,CUAUHTEMOC,19.42173,-99.12664
56,2019,Junio,2019-06-07,09:20:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,36,FISICA,CENTRO,CUAUHTEMOC,19.432,-99.14113
57,2019,Mayo,2019-05-30,07:00:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,29,FISICA,CENTRO,CUAUHTEMOC,19.42605,-99.1329
58,2019,Mayo,2019-05-30,19:00:00,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,28,FISICA,ROMA NORTE,CUAUHTEMOC,19.41999,-99.16398
59,2019,Mayo,2019-05-06,22:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,37,FISICA,TABACALERA,CUAUHTEMOC,19.43724,-99.14729
60,2019,Junio,2019-06-08,02:38:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,17,FISICA,HIPÓDROMO,CUAUHTEMOC,19.41267,-99.17283
61,2019,Junio,2019-06-08,15:45:00,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,75,FISICA,CENTRO,CUAUHTEMOC,19.42534,-99.13762
62,2019,Junio,2019-06-08,21:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,56,FISICA,OBRERA,CUAUHTEMOC,19.40972,-99.1412
63,2019,Junio,2019-06-08,22:30:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,ROMA SUR,CUAUHTEMOC,19.4015,-99.16598
64,2019,Junio,2019-06-08,17:30:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,57,FISICA,DOCTORES,CUAUHTEMOC,19.40686,-99.15144
65,2019,Junio,2019-06-09,22:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,22,FISICA,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,19.46054,-99.14247
66,2019,Junio,2019-06-09,08:30:00,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Masculino,33,FISICA,JUÁREZ,CUAUHTEMOC,19.43177,-99.15421
67,2019,Junio,2019-06-10,09:35:00,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,CENTRO,CUAUHTEMOC,19.43377,-99.13837
68,2019,Junio,2019-06-08,14:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,ROMA SUR,CUAUHTEMOC,19.40549,-99.16497
69,2019,Junio,2019-06-08,16:20:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,57,FISICA,VISTA ALEGRE,CUAUHTEMOC,19.40871,-99.13558
70,2019,Junio,2019-06-10,12:38:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,39,FISICA,MORELOS,CUAUHTEMOC,19.44861,-99.12883
71,2019,Junio,2019-06-04,23:20:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,32,FISICA,JUÁREZ,CUAUHTEMOC,19.42348,-99.16588
72,2019,Junio,2019-06-10,11:05:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,29,FISICA,OBRERA,CUAUHTEMOC,19.41775,-99.14358
73,2019,Junio,2019-06-10,16:30:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,42,FISICA,GUERRERO,CUAUHTEMOC,19.43754,-99.14709
74,2019,Junio,2019-06-10,01:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,32,FISICA,MORELOS,CUAUHTEMOC,19.45039,-99.12856
75,2019,Junio,2019-06-07,18:15:00,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,36,FISICA,ROMA NORTE,CUAUHTEMOC,19.41662,-99.16513
76,2019,Junio,2019-06-11,08:15:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,26,FISICA,GUERRERO,CUAUHTEMOC,19.44479,-99.14517
77,2019,Junio,2019-06-11,02:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,27,FISICA,PAULINO NAVARRO,CUAUHTEMOC,19.41105,-99.12793
78,2019,Junio,2019-06-11,02:00:00,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,32,FISICA,CENTRO,CUAUHTEMOC,19.44024,-99.12763
79,2019,Junio,2019-06-11,20:20:00,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Femenino,42,FISICA,GUERRERO,CUAUHTEMOC,19.45094,-99.14077
80,2019,Junio,2019-06-11,19:15:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,27,FISICA,OBRERA,CUAUHTEMOC,19.41872,-99.13437
81,2019,Junio,2019-06-12,16:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,30,FISICA,MORELOS,CUAUHTEMOC,19.44377,-99.12564
82,2019,Junio,2019-06-12,19:45:00,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Masculino,40,FISICA,JUÁREZ,CUAUHTEMOC,19.42543,-99.16408
83,2019,Junio,2019-06-13,08:55:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Femenino,28,FISICA,CENTRO,CUAUHTEMOC,19.42595,-99.13275
84,2019,Junio,2019-06-14,07:23:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,35,FISICA,AMPLIACIÓN ASTURIAS,CUAUHTEMOC,19.40845,-99.13394
85,2019,Junio,2019-06-14,08:18:00,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,23,FISICA,HIPÓDROMO,CUAUHTEMOC,19.40242,-99.16973
86,2019,Junio,2019-06-13,21:00:00,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Femenino,39,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.45361,-99.15912
87,2019,Abril,2019-04-30,16:30:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,45,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.44465,-99.15959
88,2019,Mayo,2019-05-01,01:30:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,39,FISICA,CENTRO,CUAUHTEMOC,19.42329,-99.12593
89,2019,Mayo,2019-05-01,15:05:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,22,FISICA,MORELOS,CUAUHTEMOC,19.44329,-99.13095
90,2019,Abril,2019-04-28,23:30:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,51,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.44103,-99.15657
91,2019,Abril,2019-04-30,21:40:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,53,FISICA,DOCTORES,CUAUHTEMOC,19.41949,-99.15228
92,2019,Mayo,2019-05-01,06:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,39,FISICA,CENTRO,CUAUHTEMOC,19.43777,-99.14025
93,2019,Mayo,2019-05-01,20:50:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,22,FISICA,GUERRERO,CUAUHTEMOC,19.44498,-99.14513
94,2019,Abril,2019-04-30,14:35:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,39,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.45314,-99.13197
95,2019,Abril,2019-04-13,14:45:00,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,34,FISICA,VISTA ALEGRE,CUAUHTEMOC,19.40906,-99.13543
96,2019,Abril,2019-04-27,03:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,29,FISICA,HIPÓDROMO,CUAUHTEMOC,19.40654,-99.17266
97,2019,Mayo,2019-05-02,18:50:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,29,FISICA,DOCTORES,CUAUHTEMOC,19.41541,-99.14969
98,2019,Mayo,2019-05-02,16:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,45,FISICA,CENTRO,CUAUHTEMOC,19.42329,-99.12593
99,2019,Mayo,2019-05-03,14:40:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,73,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4044,-99.17344
100,2019,Mayo,2019-05-03,13:00:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,53,FISICA,CENTRO,CUAUHTEMOC,19.43714,-99.1294
101,2019,Abril,2019-04-27,16:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,70,FISICA,PERALVILLO,CUAUHTEMOC,19.45947,-99.13068
102,2019,Mayo,2019-05-03,00:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,34,FISICA,ROMA NORTE,CUAUHTEMOC,19.42087,-99.16681
103,2019,Mayo,2019-05-03,17:58:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,41,FISICA,ROMA NORTE,CUAUHTEMOC,19.42256,-99.15406
104,2019,Mayo,2019-05-04,13:05:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,24,FISICA,TABACALERA,CUAUHTEMOC,19.43545,-99.15381
105,2019,Mayo,2019-05-04,14:45:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,26,FISICA,MORELOS,CUAUHTEMOC,19.44357,-99.13416
106,2019,Abril,2019-04-30,23:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,21,FISICA,HIPÓDROMO CONDESA,CUAUHTEMOC,19.40998,-99.17715
