año,colonia,delito,fecha,latitud,longitud,mes
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-20,19.4380200817335,-99.1490559895983,Enero
2024,SANTA MARIA LA RIBERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-21,19.4426956857626,-99.1546764198552,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2019-10-29,19.4250247108856,-99.1258272497694,Enero
2024,SANTA MARIA LA RIBERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-22,19.4417453187162,-99.15596858001,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-23,19.4283068718274,-99.1416257297529,Enero
2024,MORELOS,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-22,19.4450848731553,-99.1327495300203,Enero
2024,HIPÓDROMO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-24,19.4106512800999,-99.1693702295429,Enero
2024,OBRERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-24,19.4129912904734,-99.1351722896539,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2023-01-24,19.4318969881762,-99.1343979198943,Enero
2024,OBRERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-25,19.4141815179817,-99.1368229703039,Enero
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-27,19.424325550563,-99.1626995795409,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-27,19.4402745368255,-99.1266927099205,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-27,19.4283120617649,-99.1370533697688,Enero
2024,SAN RAFAEL,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2023-11-24,19.4345299867215,-99.1591443097472,Enero
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2023-01-27,19.428505936732,-99.1599076196322,Enero
2024,EX-HIPÓDROMO DE PERALVILLO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-29,19.4547806524745,-99.1375578898139,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-30,19.429836226979,-99.142387209742,Enero
2024,NONOALCO TLATELOLCO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-30,19.4512690089909,-99.1412580004421,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-30,19.4263733684259,-99.1394229203056,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2023-01-29,19.4339317914168,-99.1397756297101,Enero
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-30,19.4509992325176,-99.1413706501708,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-30,19.4349717910406,-99.146262999655,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-30,19.4298516241443,-99.142689410479,Enero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-30,19.4320056516621,-99.1422960195545,Enero
2024,SAN SIMÓN TOLNAHUAC,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-30,19.4576974042367,-99.144597889908,Enero
2024,SAN SIMÓN TOLNAHUAC,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-29,19.4582372181733,-99.1415239902925,Enero
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-31,19.4229296198331,-99.1705483899999,Febrero
2024,MORELOS,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-28,19.447252709833,-99.1348367899999,Febrero
2024,PAULINO NAVARRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-31,19.4114726098338,-99.1296118499999,Febrero
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-01,19.4230721598338,-99.1634962,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-02,19.4231983798334,-99.1497740099999,Febrero
2024,SANTA MARIA LA RIBERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-01,19.4547524098334,-99.1577511299999,Febrero
2024,EX-HIPÓDROMO DE PERALVILLO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2023-12-04,19.4594413998335,-99.1388166999999,Febrero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-08,19.4436498498333,-99.1388453499999,Febrero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-11,19.4337323898336,-99.1471816599999,Febrero
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-09,19.4278261398337,-99.1647662199999,Febrero
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-09,19.4177833498335,-99.1619127999999,Febrero
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-10,19.4276361798332,-99.1630171499999,Febrero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-13,19.4367410798335,-99.1398578899999,Febrero
2024,PERALVILLO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-12,19.4618100398329,-99.1329887499999,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-15,19.4082745598334,-99.1461946099999,Febrero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-14,19.4360423398339,-99.1337390999999,Febrero
2024,FELIPE PESCADOR,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-28,19.4536871398334,-99.1255218199999,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2023-02-16,19.4194444698338,-99.1503056299999,Febrero
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-16,19.4451161198337,-99.14634959,Febrero
2024,VALLE GÓMEZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-16,19.4599727498332,-99.1267298199999,Febrero
2024,CONDESA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-16,19.4149467498333,-99.1721624099999,Febrero
2024,HIPÓDROMO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-15,19.4058446798338,-99.1690000899999,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-17,19.4085596698337,-99.1495360999999,Febrero
2024,OBRERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-06,19.4200665898339,-99.1402544999999,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-08,19.4240764698336,-99.1428657199999,Febrero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-06,19.4245440998338,-99.1422852899999,Febrero
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-18,19.4118604998335,-99.1580566799999,Febrero
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-17,19.4242557298334,-99.1667362999999,Febrero
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-16,19.4462574698334,-99.1417899699999,Febrero
2024,OBRERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-19,19.4141767098336,-99.1367148799999,Febrero
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-19,19.4425572098335,-99.1480077799999,Febrero
2024,CENTRO URBANO BENITO JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-19,19.4074688198339,-99.1560396599999,Febrero
2024,TABACALERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-19,19.4368118998335,-99.15421039,Febrero
2024,BUENAVISTA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-19,19.4405745098336,-99.1515930899999,Febrero
2024,TABACALERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-20,19.4385426398337,-99.1556049599999,Febrero
2024,MORELOS,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-20,19.4441470498331,-99.1328007699999,Febrero
2024,HIPÓDROMO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-20,19.4055891598331,-99.1774316099999,Febrero
2024,SAN RAFAEL,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-20,19.4375284598331,-99.1588055499999,Febrero
2024,TABACALERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-19,19.4366841698332,-99.1547106199999,Febrero
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2023-11-18,19.4514681698332,-99.1428713499999,Febrero
2024,SANTA MARIA LA RIBERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-12,19.4448132898332,-99.15611543,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-11,19.4109333498331,-99.1453617799999,Febrero
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-21,19.4146090398334,-99.1611210999999,Febrero
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-23,19.4173553298331,-99.1645564699999,Febrero
2024,ROMA SUR,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-23,19.4050553698338,-99.1686138499999,Febrero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-24,19.4406986998332,-99.1330663599999,Febrero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-26,19.4318039698337,-99.13298768,Febrero
2024,ROMA SUR,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-26,19.403480789834,-99.1590388999999,Febrero
2024,SAN RAFAEL,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-17,19.4363903398335,-99.1583079099999,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-15,19.4213517898331,-99.1500216699999,Febrero
2024,NONOALCO TLATELOLCO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-28,19.4510638898334,-99.1383706899999,Febrero
2024,OBRERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-28,19.4157653098334,-99.1437323399999,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-27,19.4193011298334,-99.1483014799999,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-28,19.4130570598338,-99.1454328599999,Febrero
2024,OBRERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-29,19.4128051398333,-99.1381231699999,Febrero
2024,SAN RAFAEL,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-23,19.4386145798334,-99.1676464799999,Febrero
2024,SAN RAFAEL,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-29,19.4407934698333,-99.15866286,Febrero
2024,SAN RAFAEL,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-29,19.4416782898335,-99.1605037499999,Febrero
2024,ESPERANZA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-01-25,19.4203939198339,-99.1295689299999,Febrero
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-29,19.4160427298332,-99.1449572099999,Febrero
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-01,19.4331468298336,-99.13429633,Marzo
2024,OBRERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-03,19.4122791698334,-99.1353718899999,Marzo
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-06,19.4273025398332,-99.1613356799999,Marzo
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-20,19.4070248398336,-99.1480828799999,Marzo
2024,NONOALCO TLATELOLCO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-07,19.4532998798335,-99.1398310699999,Marzo
2024,BUENAVISTA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-07,19.4421537898336,-99.15113658,Marzo
2024,VISTA ALEGRE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-07,19.4087056398339,-99.1334361399999,Marzo
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-08,19.4303606698331,-99.1424636499999,Marzo
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-08,19.4267359298333,-99.1477341899999,Marzo
2024,BUENAVISTA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-08,19.4393966598331,-99.1531634299999,Marzo
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-09,19.4223155598337,-99.1620451199999,Marzo
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-10,19.4207771898332,-99.1617890699999,Marzo
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-11,19.4180466398331,-99.1490661399999,Marzo
2024,ALGARIN,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-11,19.4060306198335,-99.13632944,Marzo
2024,EX-HIPÓDROMO DE PERALVILLO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-09,19.4555330498333,-99.1382673399999,Marzo
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-11,19.4300280498333,-99.1578260099999,Marzo
2024,NONOALCO TLATELOLCO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-12,19.4543632898337,-99.1375950799999,Marzo
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-12,19.4359639298336,-99.1472238999999,Marzo
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-13,19.4224045998334,-99.16228453,Marzo
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-14,19.437159679833,-99.1428525699999,Marzo
2024,CENTRO URBANO BENITO JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-14,19.4117289498337,-99.1549345899999,Marzo
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-14,19.4294007398336,-99.13479656,Marzo
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-15,19.4369895898332,-99.1468510799999,Marzo
2024,BUENAVISTA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-12,19.4441316698334,-99.1525420499999,Marzo
2024,EX-HIPÓDROMO DE PERALVILLO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-14,19.455482469833,-99.1381064099999,Marzo
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-18,19.4188715098334,-99.1617219199999,Marzo
2024,CONDESA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-18,19.4145521198338,-99.1740855599999,Marzo
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-21,19.4199690298331,-99.1589310799999,Marzo
2024,NONOALCO TLATELOLCO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-19,19.4533791198337,-99.1383039999999,Marzo
2024,ROMA NORTE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-02-04,19.4186486498339,-99.1622435999999,Marzo
2024,HIPÓDROMO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-24,19.4111546998336,-99.1686111699999,Marzo
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-23,19.4243417398335,-99.1613718899999,Marzo
2024,ATLAMPA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-27,19.4560563098338,-99.1617945999999,Marzo
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-09,19.4373158698338,-99.1368424099999,Marzo
2024,VISTA ALEGRE,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-26,19.4111019998337,-99.1331139199999,Marzo
2024,BUENAVISTA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-28,19.4394506198338,-99.1540338099999,Marzo
2024,SAN RAFAEL,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2023-03-26,19.4417379798335,-99.1608256099999,Marzo
2024,TABACALERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-28,19.4358393598332,-99.1552014599999,Marzo
2024,TABACALERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-29,19.4392238298335,-99.1547452199999,Marzo
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-28,19.4401731098337,-99.1273232099999,Marzo
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-30,19.4262616498338,-99.1637831899999,Marzo
2024,DOCTORES,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-30,19.4134137498332,-99.1456235599999,Marzo
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-30,19.448045609833,-99.1375471699999,Marzo
2024,VALLE GÓMEZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-30,19.4573977998338,-99.1265907899999,Marzo
2024,TABACALERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-30,19.4367271698332,-99.1542465999999,Marzo
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-30,19.4241292598335,-99.1627559099999,Marzo
2024,NONOALCO TLATELOLCO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-26,19.4495861198335,-99.13727796,Marzo
2024,JUÁREZ,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4243762698335,-99.1661279399999,Marzo
2024,SAN SIMÓN TOLNAHUAC,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4607377598332,-99.14232954,Marzo
2024,BUENAVISTA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4397674198333,-99.1540400699999,Marzo
2024,SANTA MARIA LA RIBERA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-30,19.4541273098338,-99.15895522,Marzo
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4449165698339,-99.1456245499999,Marzo
2024,BUENAVISTA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4408357898335,-99.1506466299999,Marzo
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4414266298335,-99.1287763399999,Marzo
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4393101598337,-99.1410832099999,Marzo
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4491203298338,-99.1432088599999,Marzo
2024,CENTRO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.4298591198334,-99.1427600399999,Marzo
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-03-31,19.439872383588,-99.1413941201286,Abril
2024,SAN RAFAEL,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-04-03,19.4378750717195,-99.1625905003248,Abril
2024,GUERRERO,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,2024-04-03,19.4453153425645,-99.1472795602412,Abril
