_c0,año,mes,fecha,hora_hecho,delito,categoria_delito,sexo,edad,tipo_persona,colonia,alcaldía,latitud,longitud
15189,2023,Enero,2023-01-24,2024-11-11T05:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,48,FISICA,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,19.4586059879615,-99.1448123797328
15190,2023,Enero,2023-01-29,2024-11-11T03:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,ROMA NORTE,CUAUHTEMOC,19.4216433705278,-99.1581147899824
15191,2023,Enero,2023-01-28,2024-11-11T09:45:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,48,FISICA,ROMA NORTE,CUAUHTEMOC,19.4160424434435,-99.1580977998009
15192,2023,Enero,2023-01-27,2024-11-11T03:10:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,25,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4132089317904,-99.1723283802478
15193,2023,Enero,2023-01-13,2024-11-11T10:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,CUAUHTÉMOC,CUAUHTEMOC,19.4279489127929,-99.171489180237
15194,2023,Enero,2023-01-30,2024-11-11T08:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,27,FISICA,HIPÓDROMO CONDESA,CUAUHTEMOC,19.4113471261512,-99.1760395504718
15195,2023,Enero,2023-01-19,2024-11-11T11:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,64,FISICA,BUENOS AIRES,CUAUHTEMOC,19.4070054043252,-99.1455750198307
15196,2023,Enero,2023-01-31,2024-11-11T07:55:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,OBRERA,CUAUHTEMOC,19.4104419919467,-99.138857979614
15197,2023,Enero,2023-01-30,2024-11-11T10:53:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,49,FISICA,ALGARIN,CUAUHTEMOC,19.405059245647,-99.1424527000103
15199,2023,Enero,2023-01-27,2024-11-11T21:00:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,37,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4123454492828,-99.1700848604537
15200,2023,Enero,2023-01-31,2024-11-11T18:00:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,25,FISICA,GUERRERO,CUAUHTEMOC,19.4517788792942,-99.1436521002007
15201,2023,Enero,2023-01-28,2024-11-11T02:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,32,FISICA,ALGARIN,CUAUHTEMOC,19.4057834956246,-99.143034960298
15202,2023,Enero,2023-01-31,2024-11-11T17:00:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,28,FISICA,MORELOS,CUAUHTEMOC,19.4462060197723,-99.136816259799
15203,2023,Enero,2023-01-28,2024-11-11T01:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,25,FISICA,ROMA NORTE,CUAUHTEMOC,19.4176182493152,-99.165871960438
15204,2023,Enero,2023-01-31,2024-11-11T06:40:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,17,FISICA,AMPLIACIÓN ASTURIAS,CUAUHTEMOC,19.4084396715233,-99.1341507103294
15205,2023,Enero,2023-01-29,2024-11-11T02:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,27,FISICA,ROMA NORTE,CUAUHTEMOC,19.4216427835899,-99.1621222295719
15206,2023,Enero,2023-01-29,2024-11-11T14:00:00.000Z,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,28,FISICA,DOCTORES,CUAUHTEMOC,19.4237360822336,-99.1478005801389
15207,2023,Febrero,2023-02-01,2024-11-11T09:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,39,FISICA,CUAUHTÉMOC,CUAUHTEMOC,19.4302671737145,-99.1624150400532
15208,2023,Enero,2023-01-30,2024-11-11T21:15:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,36,FISICA,SAN RAFAEL,CUAUHTEMOC,19.4363213735393,-99.1633053103233
15209,2023,Febrero,2023-02-01,2024-11-11T11:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,41,FISICA,ROMA NORTE,CUAUHTEMOC,19.4175979180042,-99.1706883196262
15210,2023,Enero,2023-01-29,2024-11-11T04:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,31,FISICA,CENTRO,CUAUHTEMOC,19.426226323121,-99.1388572002694
15211,2023,Enero,2023-01-20,2024-11-11T09:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,40,FISICA,ROMA SUR,CUAUHTEMOC,19.4089919196404,-99.1630004298756
15212,2023,Febrero,2023-02-01,2024-11-11T15:10:00.000Z,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,56,FISICA,SAN RAFAEL,CUAUHTEMOC,19.4384447517427,-99.1614664297098
15213,2023,Enero,2023-01-29,2024-11-11T09:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,CUAUHTÉMOC,CUAUHTEMOC,19.4272333184054,-99.1718897201171
15214,2023,Febrero,2023-02-01,2024-11-11T08:28:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,24,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4084239929651,-99.1755339504612
15217,2023,Enero,2023-01-31,2024-11-11T23:40:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,32,FISICA,ROMA SUR,CUAUHTEMOC,19.4060737984699,-99.1616347395634
15218,2023,Febrero,2023-02-01,2024-11-11T02:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,44,FISICA,AMPLIACIÓN ASTURIAS,CUAUHTEMOC,19.4065515263026,-99.1328197696648
15219,2023,Febrero,2023-02-01,2024-11-11T17:00:00.000Z,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,43,FISICA,ROMA NORTE,CUAUHTEMOC,19.4192604758622,-99.1741311603532
15220,2023,Febrero,2023-02-01,2024-11-11T09:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,33,FISICA,ROMA NORTE,CUAUHTEMOC,19.4169478886417,-99.1653817900678
15221,2023,Febrero,2023-02-02,2024-11-11T03:00:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,37,FISICA,GUERRERO,CUAUHTEMOC,19.43797699598,-99.1490954199475
15222,2023,Febrero,2023-02-01,2024-11-11T15:51:00.000Z,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,51,FISICA,CENTRO,CUAUHTEMOC,19.4417163998329,-99.1274549103955
15223,2023,Enero,2023-01-02,2024-11-11T09:00:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,42,FISICA,DOCTORES,CUAUHTEMOC,19.4194558953898,-99.1503794100216
15224,2023,Enero,2023-01-28,2024-11-11T08:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,39,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4061916023924,-99.1788151904468
15225,2023,Febrero,2023-02-01,2024-11-11T06:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,55,FISICA,ROMA SUR,CUAUHTEMOC,19.4070669207102,-99.159969989926
15226,2023,Febrero,2023-02-02,2024-11-11T08:00:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Femenino,37,FISICA,GUERRERO,CUAUHTEMOC,19.437340422531,-99.1467446297149
15227,2023,Febrero,2023-02-02,2024-11-11T12:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,30,FISICA,ROMA NORTE,CUAUHTEMOC,19.4175757465428,-99.1705280496792
15228,2023,Febrero,2023-02-01,2024-11-11T09:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,62,FISICA,MORELOS,CUAUHTEMOC,19.4472201675599,-99.1258308296146
15229,2023,Enero,2023-01-30,2024-11-11T10:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4137790595279,-99.1667064702006
15230,2023,Febrero,2023-02-01,2024-11-11T11:20:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,44,FISICA,ROMA NORTE,CUAUHTEMOC,19.41742156937,-99.1641835103719
15231,2023,Febrero,2023-02-02,2024-11-11T21:10:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,29,FISICA,OBRERA,CUAUHTEMOC,19.4214792369378,-99.1432222198822
15232,2023,Febrero,2023-02-01,2024-11-11T08:00:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Femenino,36,FISICA,GUERRERO,CUAUHTEMOC,19.4448185195836,-99.1451847595434
15234,2023,Febrero,2023-02-03,2024-11-11T01:20:00.000Z,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Masculino,24,FISICA,ROMA NORTE,CUAUHTEMOC,19.4202875138226,-99.1638940604427
15235,2023,Febrero,2023-02-02,2024-11-11T11:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,50,FISICA,ROMA NORTE,CUAUHTEMOC,19.4200466901598,-99.1589306300687
15236,2023,Enero,2023-01-31,2024-11-11T08:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,56,FISICA,HIPÓDROMO CONDESA,CUAUHTEMOC,19.4086882695561,-99.1794108604328
15237,2023,Febrero,2023-02-02,2024-11-11T23:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,40,FISICA,ROMA SUR,CUAUHTEMOC,19.401637688751,-99.1665490000283
15238,2023,Febrero,2023-02-02,2024-11-11T11:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,39,FISICA,ROMA NORTE,CUAUHTEMOC,19.4220177487648,-99.1565483800857
15239,2023,Febrero,2023-02-02,2024-11-11T19:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,37,FISICA,ROMA NORTE,CUAUHTEMOC,19.4177257102556,-99.1625439899139
15240,2023,Febrero,2023-02-03,2024-11-11T17:00:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Femenino,56,FISICA,CENTRO,CUAUHTEMOC,19.4371105333809,-99.1467893902827
15241,2023,Febrero,2023-02-03,2024-11-11T09:00:00.000Z,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,29,FISICA,BUENAVISTA,CUAUHTEMOC,19.4463627657696,-99.1524757098727
15242,2023,Febrero,2023-02-02,2024-11-11T11:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,54,FISICA,CONDESA,CUAUHTEMOC,19.4136681575082,-99.1796082302143
15243,2023,Febrero,2023-02-02,2024-11-11T07:40:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Femenino,31,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4069725100428,-99.1685762996872
15244,2023,Febrero,2023-02-02,2024-11-11T10:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,31,FISICA,ROMA NORTE,CUAUHTEMOC,19.4210446504897,-99.1729323801837
15245,2023,Enero,2023-01-25,2024-11-11T09:45:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,36,FISICA,CONDESA,CUAUHTEMOC,19.4173070213763,-99.17649150035
15246,2023,Febrero,2023-02-04,2024-11-11T02:55:00.000Z,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Masculino,24,FISICA,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,19.4600171694593,-99.1402327297372
15247,2023,Febrero,2023-02-03,2024-11-11T11:39:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,49,FISICA,CONDESA,CUAUHTEMOC,19.4118802655489,-99.1760529599356
15248,2023,Enero,2023-01-31,2024-11-11T01:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,40,FISICA,ROMA SUR,CUAUHTEMOC,19.4061117398441,-99.1675684597535
15249,2023,Febrero,2023-02-03,2024-11-11T12:05:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,39,FISICA,CENTRO,CUAUHTEMOC,19.4257963873732,-99.1259521100263
15250,2023,Febrero,2023-02-02,2024-11-11T07:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,32,FISICA,SAN RAFAEL,CUAUHTEMOC,19.4387395854399,-99.1628484397732
15251,2023,Febrero,2023-02-04,2024-11-11T08:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,ROMA NORTE,CUAUHTEMOC,19.4141310818708,-99.1572975700731
15252,2023,Febrero,2023-02-03,2024-11-11T15:00:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,50,FISICA,CENTRO,CUAUHTEMOC,19.4318544713541,-99.132685659764
15253,2023,Febrero,2023-02-03,2024-11-11T10:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,69,FISICA,ROMA SUR,CUAUHTEMOC,19.4061744682816,-99.1620060103398
15254,2023,Febrero,2023-02-05,2024-11-11T03:40:00.000Z,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,Masculino,20,FISICA,JUÁREZ,CUAUHTEMOC,19.426573791283,-99.1641635300717
15255,2023,Febrero,2023-02-05,2024-11-11T03:40:00.000Z,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,Femenino,20,FISICA,JUÁREZ,CUAUHTEMOC,19.426573791283,-99.1641635300717
15256,2023,Febrero,2023-02-03,2024-11-11T08:30:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,38,FISICA,BUENAVISTA,CUAUHTEMOC,19.4411253906818,-99.1530730402559
15257,2023,Febrero,2023-02-04,2024-11-11T11:45:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,35,FISICA,ROMA NORTE,CUAUHTEMOC,19.4215092970439,-99.158059359587
15258,2023,Enero,2023-01-21,2024-11-11T08:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,56,FISICA,ROMA NORTE,CUAUHTEMOC,19.4170406423036,-99.1580994097298
15259,2023,Febrero,2023-02-03,2024-11-11T07:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,35,FISICA,OBRERA,CUAUHTEMOC,19.4135758828467,-99.1357188699345
15260,2023,Febrero,2023-02-03,2024-11-11T19:00:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,56,FISICA,GUERRERO,CUAUHTEMOC,19.4399075433146,-99.1419781700317
15261,2023,Febrero,2023-02-06,2024-11-11T07:40:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,50,FISICA,CENTRO,CUAUHTEMOC,19.4351971596903,-99.1380139597583
15262,2023,Febrero,2023-02-06,2024-11-11T07:40:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Femenino,49,FISICA,CENTRO,CUAUHTEMOC,19.4351971596903,-99.1380139597583
15263,2023,Febrero,2023-02-05,2024-11-11T04:05:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,44,FISICA,CUAUHTÉMOC,CUAUHTEMOC,19.4255914973456,-99.1749364903613
15264,2023,Febrero,2023-02-05,2024-11-11T10:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,39,FISICA,CONDESA,CUAUHTEMOC,19.4129105097043,-99.1761481796585
15265,2023,Febrero,2023-02-05,2024-11-11T09:35:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,54,FISICA,ROMA SUR,CUAUHTEMOC,19.4079672685826,-99.1604391501408
15266,2023,Febrero,2023-02-06,2024-11-11T10:30:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Femenino,23,FISICA,GUERRERO,CUAUHTEMOC,19.4365795426752,-99.1405314204533
15267,2023,Febrero,2023-02-06,2024-11-11T11:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,30,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.448292997063,-99.1601749503788
15268,2023,Febrero,2023-02-06,2024-11-11T02:30:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,60,FISICA,GUERRERO,CUAUHTEMOC,19.4374873996309,-99.1466830396184
15269,2023,Febrero,2023-02-02,2024-11-11T08:10:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Femenino,34,FISICA,CENTRO,CUAUHTEMOC,19.4365734531983,-99.1404592802089
15270,2023,Febrero,2023-02-06,2024-11-11T04:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,33,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.4524626835006,-99.1457775998993
15271,2023,Febrero,2023-02-06,2024-11-11T18:56:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,43,FISICA,GUERRERO,CUAUHTEMOC,19.4428406591521,-99.1409093101749
15272,2023,Febrero,2023-02-05,2024-11-11T08:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,51,FISICA,ROMA SUR,CUAUHTEMOC,19.4057550280851,-99.1632113203507
15273,2023,Febrero,2023-02-06,2024-11-11T23:35:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,18,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.4514567495312,-99.1335495995486
15274,2023,Febrero,2023-02-07,2024-11-11T08:50:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,31,FISICA,GUERRERO,CUAUHTEMOC,19.4397411876665,-99.1471826402528
15275,2023,Febrero,2023-02-06,2024-11-11T21:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,37,FISICA,OBRERA,CUAUHTEMOC,19.4106978068454,-99.1427567498798
15276,2023,Febrero,2023-02-07,2024-11-11T12:05:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Femenino,33,FISICA,CENTRO,CUAUHTEMOC,19.4370827126842,-99.1293431800416
15277,2023,Enero,2023-01-07,2024-11-11T01:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,50,FISICA,HIPÓDROMO CONDESA,CUAUHTEMOC,19.4086495581033,-99.177418470046
15278,2023,Febrero,2023-02-02,2024-11-11T07:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,50,FISICA,ROMA NORTE,CUAUHTEMOC,19.4154344661736,-99.1565176195202
15279,2023,Febrero,2023-02-06,2024-11-11T23:00:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,24,FISICA,TABACALERA,CUAUHTEMOC,19.4321379367625,-99.1588693903739
15280,2023,Febrero,2023-02-04,2024-11-11T10:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,31,FISICA,HIPÓDROMO CONDESA,CUAUHTEMOC,19.4077194407908,-99.1779027901962
15281,2023,Enero,2023-01-26,2024-11-11T07:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,54,FISICA,HIPÓDROMO CONDESA,CUAUHTEMOC,19.4082205126633,-99.1787025304435
15282,2023,Febrero,2023-02-04,2024-11-11T03:00:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,24,FISICA,TABACALERA,CUAUHTEMOC,19.4320671109151,-99.1589015699577
15283,2023,Febrero,2023-02-07,2024-11-11T19:30:00.000Z,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,25,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.4432530057677,-99.1544707904602
15284,2023,Febrero,2023-02-06,2024-11-11T07:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,29,FISICA,EX-HIPÓDROMO DE PERALVILLO,CUAUHTEMOC,19.4583564774629,-99.1386053001873
15285,2023,Febrero,2023-02-06,2024-11-11T03:35:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,28,FISICA,GUERRERO,CUAUHTEMOC,19.443457029301,-99.1398292804264
15286,2023,Febrero,2023-02-07,2024-11-11T04:50:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,23,FISICA,ROMA SUR,CUAUHTEMOC,19.4071886902362,-99.155205490204
15287,2023,Enero,2023-01-26,2024-11-11T11:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,39,FISICA,ROMA NORTE,CUAUHTEMOC,19.4123470063705,-99.1577508995235
15288,2023,Febrero,2023-02-07,2024-11-11T01:19:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,49,FISICA,CENTRO,CUAUHTEMOC,19.4413863263977,-99.1248777502148
15290,2023,Febrero,2023-02-04,2024-11-11T20:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,68,FISICA,GUERRERO,CUAUHTEMOC,19.4411171341054,-99.1451954801351
15291,2023,Febrero,2023-02-07,2024-11-11T21:30:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,42,FISICA,CENTRO,CUAUHTEMOC,19.4283935534485,-99.1343653901706
15292,2023,Febrero,2023-02-08,2024-11-11T13:30:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,40,FISICA,CENTRO,CUAUHTEMOC,19.4295404480053,-99.1283631497178
15293,2023,Febrero,2023-02-06,2024-11-11T22:30:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,31,FISICA,HIPÓDROMO,CUAUHTEMOC,19.412202348873,-99.1701284002915
15294,2023,Febrero,2023-02-07,2024-11-11T11:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,50,FISICA,ROMA NORTE,CUAUHTEMOC,19.4177069509719,-99.1591224095809
15295,2023,Enero,2023-01-31,2024-11-11T12:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,ROMA NORTE,CUAUHTEMOC,19.4230852295633,-99.1597223299191
15296,2023,Febrero,2023-02-08,2024-11-11T01:28:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,46,FISICA,VISTA ALEGRE,CUAUHTEMOC,19.4101463586762,-99.1349440800219
15297,2023,Febrero,2023-02-08,2024-11-11T21:10:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,31,FISICA,OBRERA,CUAUHTEMOC,19.4140254806603,-99.1412861599416
15298,2023,Enero,2023-01-30,2024-11-11T02:30:00.000Z,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,31,FISICA,BUENAVISTA,CUAUHTEMOC,19.4479640829961,-99.1528049099304
