_c0,año,mes,fecha,hora_hecho,delito,categoria_delito,sexo,edad,tipo_persona,colonia,alcaldía,latitud,longitud
16767,2023,Junio,2023-06-05,2024-11-11T11:26:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,30,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.4498833768477,-99.1362851895325
16768,2023,Junio,2023-06-04,2024-11-11T07:20:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,31,FISICA,TRANSITO,CUAUHTEMOC,19.4151309087926,-99.1280590296946
16769,2023,Junio,2023-06-04,2024-11-11T09:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,37,FISICA,ROMA NORTE,CUAUHTEMOC,19.4219426206339,-99.1555193095706
16770,2023,Junio,2023-06-02,2024-11-11T03:20:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,CONDESA,CUAUHTEMOC,19.4134101328242,-99.1751208899967
16771,2023,Mayo,2023-05-29,2024-11-11T05:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,DOCTORES,CUAUHTEMOC,19.4100405965521,-99.1507931703597
16772,2023,Junio,2023-06-04,2024-11-11T07:00:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,32,FISICA,SAN RAFAEL,CUAUHTEMOC,19.4337861024067,-99.1625941198737
16773,2023,Mayo,2023-05-28,2024-11-11T07:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,61,FISICA,ROMA NORTE,CUAUHTEMOC,19.4222051730813,-99.1556430596845
16774,2023,Mayo,2023-05-02,2024-11-11T06:30:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,31,FISICA,VISTA ALEGRE,CUAUHTEMOC,19.4092027441641,-99.1356329604605
16775,2023,Junio,2023-06-06,2024-11-11T19:20:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,28,FISICA,ROMA SUR,CUAUHTEMOC,19.4073311121876,-99.165692929882
16776,2023,Junio,2023-06-04,2024-11-11T09:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,37,FISICA,ROMA NORTE,CUAUHTEMOC,19.4219703027836,-99.155496950174
16777,2023,Junio,2023-06-05,2024-11-11T07:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,SANTA MARIA INSURGENTES,CUAUHTEMOC,19.4633856971625,-99.1472002700444
16778,2023,Junio,2023-06-05,2024-11-11T11:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,29,FISICA,PAULINO NAVARRO,CUAUHTEMOC,19.4131007831984,-99.1333168698334
16779,2023,Junio,2023-06-06,2024-11-11T23:25:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,28,FISICA,ROMA SUR,CUAUHTEMOC,19.4072973395639,-99.1656933700031
16780,2023,Junio,2023-06-06,2024-11-11T06:50:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,39,FISICA,PERALVILLO,CUAUHTEMOC,19.4637967017864,-99.1335305599516
16781,2023,Junio,2023-06-07,2024-11-11T08:32:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,26,FISICA,CENTRO,CUAUHTEMOC,19.4426572758071,-99.1379691697835
16782,2023,Junio,2023-06-07,2024-11-11T08:32:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,35,FISICA,CENTRO,CUAUHTEMOC,19.4426572758071,-99.1379691697835
16784,2023,Abril,2023-04-10,2024-11-11T19:30:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,28,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.4542736175703,-99.1601641099867
16785,2023,Junio,2023-06-05,2024-11-11T06:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,25,FISICA,TRANSITO,CUAUHTEMOC,19.4166342571329,-99.1301565597536
16786,2023,Mayo,2023-05-18,2024-11-11T22:50:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,46,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4102225675977,-99.1683332901212
16787,2023,Junio,2023-06-05,2024-11-11T11:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,51,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4109524169063,-99.1743319701797
16788,2023,Junio,2023-06-06,2024-11-11T07:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,44,FISICA,ROMA NORTE,CUAUHTEMOC,19.4207054815676,-99.1562709498303
16789,2023,Mayo,2023-05-16,2024-11-11T16:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,58,FISICA,GUERRERO,CUAUHTEMOC,19.4496801557883,-99.1430014403631
16790,2023,Junio,2023-06-01,2024-11-11T02:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,51,FISICA,DOCTORES,CUAUHTEMOC,19.4161052228673,-99.1443570698316
16791,2023,Junio,2023-06-05,2024-11-11T10:36:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,35,FISICA,OBRERA,CUAUHTEMOC,19.4112269698812,-99.1406303601146
16792,2023,Junio,2023-06-07,2024-11-11T06:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,57,FISICA,HIPÓDROMO,CUAUHTEMOC,19.406695042622,-99.1794365596467
16793,2023,Junio,2023-06-08,2024-11-11T09:20:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,23,FISICA,GUERRERO,CUAUHTEMOC,19.4373324033719,-99.1466814295572
16794,2023,Junio,2023-06-07,2024-11-11T22:30:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,40,FISICA,BUENAVISTA,CUAUHTEMOC,19.4412815298142,-99.152672589806
16795,2023,Junio,2023-06-06,2024-11-11T10:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,36,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4156033703732,-99.1683161299108
16796,2023,Junio,2023-06-08,2024-11-11T10:00:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,31,FISICA,GUERRERO,CUAUHTEMOC,19.4440792712376,-99.1392865799772
16797,2023,Junio,2023-06-08,2024-11-11T10:30:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,35,FISICA,GUERRERO,CUAUHTEMOC,19.4373381720201,-99.146689030086
16798,2023,Junio,2023-06-06,2024-11-11T08:45:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,57,FISICA,ROMA SUR,CUAUHTEMOC,19.4077814167724,-99.1667443501783
16799,2023,Abril,2023-04-02,2024-11-11T11:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,35,FISICA,ROMA NORTE,CUAUHTEMOC,19.4199568936851,-99.1671976404292
16800,2023,Junio,2023-06-05,2024-11-11T10:09:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,51,FISICA,CONDESA,CUAUHTEMOC,19.41725777362,-99.176625609961
16801,2023,Junio,2023-06-02,2024-11-11T07:30:00.000Z,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,46,FISICA,GUERRERO,CUAUHTEMOC,19.4373939915738,-99.1467156301267
16802,2023,Junio,2023-06-03,2024-11-11T01:00:00.000Z,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,36,FISICA,BUENAVISTA,CUAUHTEMOC,19.4396333790518,-99.1530535795697
16803,2023,Junio,2023-06-05,2024-11-11T06:35:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,44,FISICA,ROMA NORTE,CUAUHTEMOC,19.4119307870259,-99.1626901898505
16804,2023,Junio,2023-06-07,2024-11-11T01:10:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,63,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.4540183137964,-99.1454060401157
16805,2023,Junio,2023-06-09,2024-11-11T10:30:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,10,FISICA,CENTRO,CUAUHTEMOC,19.4254877891052,-99.1398011103842
16806,2023,Mayo,2023-05-31,2024-11-11T05:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,45,FISICA,GUERRERO,CUAUHTEMOC,19.4461052978455,-99.1472207300785
16807,2023,Mayo,2023-05-18,2024-11-11T20:45:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,60,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.4460330897624,-99.1616494997604
16808,2023,Junio,2023-06-05,2024-11-11T19:41:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,40,FISICA,OBRERA,CUAUHTEMOC,19.4185036239545,-99.1343744701526
16809,2023,Mayo,2023-05-09,2024-11-11T11:00:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,32,FISICA,TABACALERA,CUAUHTEMOC,19.4376176561811,-99.1526520296972
16810,2023,Junio,2023-06-07,2024-11-11T10:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,30,FISICA,ROMA NORTE,CUAUHTEMOC,19.4137611421005,-99.159957510434
16811,2023,Junio,2023-06-06,2024-11-11T10:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,69,FISICA,ROMA NORTE,CUAUHTEMOC,19.4219681272264,-99.1611950396052
16812,2023,Junio,2023-06-09,2024-11-11T14:50:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,40,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.4538717860911,-99.1364845596994
16813,2023,Junio,2023-06-07,2024-11-11T20:50:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,30,FISICA,ROMA SUR,CUAUHTEMOC,19.4059270724475,-99.1649606797991
16814,2023,Junio,2023-06-07,2024-11-11T06:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,60,FISICA,ROMA SUR,CUAUHTEMOC,19.4042528196507,-99.1611137198015
16815,2023,Junio,2023-06-08,2024-11-11T04:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,ROMA SUR,CUAUHTEMOC,19.4087423235056,-99.1621881701697
16816,2023,Junio,2023-06-09,2024-11-11T16:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,ROMA SUR,CUAUHTEMOC,19.4085444902962,-99.1630954296708
16817,2023,Junio,2023-06-09,2024-11-11T21:40:00.000Z,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,30,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4165570626706,-99.1675919300074
16818,2023,Junio,2023-06-09,2024-11-11T10:35:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,60,FISICA,OBRERA,CUAUHTEMOC,19.4133570005511,-99.1373900299522
16819,2023,Junio,2023-06-06,2024-11-11T07:30:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,46,FISICA,CENTRO,CUAUHTEMOC,19.4354602928175,-99.1447144695638
16820,2023,Junio,2023-06-10,2024-11-11T07:30:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,28,FISICA,MORELOS,CUAUHTEMOC,19.4517385096722,-99.1250856096202
16821,2023,Junio,2023-06-10,2024-11-11T07:30:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Femenino,24,FISICA,MORELOS,CUAUHTEMOC,19.4517385096722,-99.1250856096202
16822,2023,Junio,2023-06-10,2024-11-11T03:00:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,51,FISICA,ALGARIN,CUAUHTEMOC,19.4038814781827,-99.1400270899735
16823,2023,Junio,2023-06-09,2024-11-11T12:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,69,FISICA,PERALVILLO,CUAUHTEMOC,19.460202328046,-99.1287883902921
16824,2023,Junio,2023-06-10,2024-11-11T10:00:00.000Z,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,79,FISICA,DOCTORES,CUAUHTEMOC,19.4168389408658,-99.1487353299432
16825,2023,Junio,2023-06-08,2024-11-11T20:20:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,43,FISICA,CENTRO,CUAUHTEMOC,19.425632742593,-99.1261579096516
16826,2023,Junio,2023-06-08,2024-11-11T10:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,39,FISICA,HIPÓDROMO,CUAUHTEMOC,19.4066994490018,-99.17453145
16827,2023,Junio,2023-06-09,2024-11-11T09:50:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,24,FISICA,OBRERA,CUAUHTEMOC,19.4125010089426,-99.1432072803173
16828,2023,Mayo,2023-05-31,2024-11-11T11:40:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,44,FISICA,SAN MIGUEL CHAPULTEPEC,CUAUHTEMOC,19.4169297066518,-99.1789770001925
16829,2023,Junio,2023-06-08,2024-11-11T06:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,20,FISICA,ROMA SUR,CUAUHTEMOC,19.4066977396837,-99.1650036695773
16830,2023,Junio,2023-06-08,2024-11-11T03:00:00.000Z,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,31,FISICA,GUERRERO,CUAUHTEMOC,19.4517038840093,-99.1432921203409
16831,2023,Junio,2023-06-10,2024-11-11T19:10:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,25,FISICA,CENTRO,CUAUHTEMOC,19.4320656842571,-99.1469603800422
16832,2023,Junio,2023-06-09,2024-11-11T11:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,29,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.4498076554623,-99.1362470999692
16833,2023,Junio,2023-06-10,2024-11-11T20:30:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,57,FISICA,CENTRO,CUAUHTEMOC,19.4297512390339,-99.1251701095795
16834,2023,Junio,2023-06-09,2024-11-11T07:42:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,47,FISICA,BUENAVISTA,CUAUHTEMOC,19.4448169175543,-99.150445680196
16835,2023,Junio,2023-06-08,2024-11-11T11:59:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,29,FISICA,VISTA ALEGRE,CUAUHTEMOC,19.4124027995493,-99.1344084102451
16836,2023,Junio,2023-06-11,2024-11-11T02:00:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Femenino,43,FISICA,DOCTORES,CUAUHTEMOC,19.4249795202352,-99.1465473199366
16837,2023,Junio,2023-06-10,2024-11-11T10:45:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,39,FISICA,DOCTORES,CUAUHTEMOC,19.411269807106,-99.1515005095632
16838,2023,Junio,2023-06-09,2024-11-11T09:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,44,FISICA,ROMA NORTE,CUAUHTEMOC,19.4209543468257,-99.1661496900657
16839,2023,Junio,2023-06-11,2024-11-11T19:00:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,29,FISICA,BUENAVISTA,CUAUHTEMOC,19.4508050773366,-99.1475209603658
16840,2023,Junio,2023-06-10,2024-11-11T12:15:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,36,FISICA,AMPLIACIÓN ASTURIAS,CUAUHTEMOC,19.4061288376281,-99.1349023900631
16842,2023,Junio,2023-06-02,2024-11-11T05:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,68,FISICA,DOCTORES,CUAUHTEMOC,19.4138446064358,-99.1541705697053
16843,2023,Junio,2023-06-11,2024-11-11T10:00:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,32,FISICA,TABACALERA,CUAUHTEMOC,19.4377341834943,-99.1552817495375
16844,2023,Junio,2023-06-07,2024-11-11T05:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,40,FISICA,BUENAVISTA,CUAUHTEMOC,19.4462724256348,-99.148294089886
16845,2023,Junio,2023-06-01,2024-11-11T19:20:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,28,FISICA,JUÁREZ,CUAUHTEMOC,19.4301116897108,-99.1599498704446
16846,2023,Junio,2023-06-06,2024-11-11T21:00:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,27,FISICA,OBRERA,CUAUHTEMOC,19.4095869740245,-99.1390386997926
16847,2023,Junio,2023-06-07,2024-11-11T08:20:00.000Z,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,32,FISICA,GUERRERO,CUAUHTEMOC,19.4448095798071,-99.1451872104539
16848,2023,Junio,2023-06-10,2024-11-11T08:30:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,30,FISICA,CENTRO,CUAUHTEMOC,19.4311413818284,-99.1473517102125
16849,2023,Junio,2023-06-02,2024-11-11T05:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,38,FISICA,JUÁREZ,CUAUHTEMOC,19.4244550204894,-99.1614310697181
16850,2023,Junio,2023-06-05,2024-11-11T06:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,27,FISICA,VALLE GÓMEZ,CUAUHTEMOC,19.4580938716178,-99.1236761198184
16852,2023,Junio,2023-06-12,2024-11-11T21:30:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,32,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.4423640667598,-99.1552139095511
16853,2023,Junio,2023-06-09,2024-11-11T09:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,36,FISICA,ROMA NORTE,CUAUHTEMOC,19.4170832309033,-99.1705611302905
16854,2023,Junio,2023-06-11,2024-11-11T11:00:00.000Z,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,28,FISICA,MORELOS,CUAUHTEMOC,19.4448936684056,-99.1246394802618
16855,2023,Junio,2023-06-10,2024-11-11T03:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,42,FISICA,ROMA NORTE,CUAUHTEMOC,19.4119952491701,-99.1595828500943
16856,2023,Junio,2023-06-11,2024-11-11T12:01:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,50,FISICA,ROMA NORTE,CUAUHTEMOC,19.4143157617732,-99.158198829961
16857,2023,Junio,2023-06-11,2024-11-11T05:46:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,20,FISICA,CUAUHTÉMOC,CUAUHTEMOC,19.4282790926216,-99.1727712801844
16858,2023,Junio,2023-06-12,2024-11-11T14:45:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,36,FISICA,HIPÓDROMO CONDESA,CUAUHTEMOC,19.408926435394,-99.1783845803942
16860,2023,Junio,2023-06-10,2024-11-11T10:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,24,FISICA,ROMA SUR,CUAUHTEMOC,19.4060662128139,-99.1616588795585
16861,2023,Junio,2023-06-11,2024-11-11T06:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,49,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.454249627507,-99.1363345802332
16862,2023,Junio,2023-06-09,2024-11-11T16:10:00.000Z,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,46,FISICA,NONOALCO TLATELOLCO,CUAUHTEMOC,19.450915518364,-99.1328124396492
16864,2023,Junio,2023-06-12,2024-11-11T01:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,69,FISICA,ROMA NORTE,CUAUHTEMOC,19.412295827838,-99.164707299674
16865,2023,Junio,2023-06-13,2024-11-11T13:00:00.000Z,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,ASTURIAS,CUAUHTEMOC,19.4055511221221,-99.1288355797852
16866,2023,Junio,2023-06-12,2024-11-11T12:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,30,FISICA,ROMA NORTE,CUAUHTEMOC,19.4120064229231,-99.1568595902183
16867,2023,Junio,2023-06-02,2024-11-11T09:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,33,FISICA,DOCTORES,CUAUHTEMOC,19.4138551358813,-99.1540947704295
16868,2023,Junio,2023-06-12,2024-11-11T05:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,39,FISICA,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,19.4585581135807,-99.1396915896328
16869,2023,Junio,2023-06-13,2024-11-11T18:20:00.000Z,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,31,FISICA,BUENAVISTA,CUAUHTEMOC,19.4493735873803,-99.146566539667
16870,2023,Abril,2023-04-14,2024-11-11T03:55:00.000Z,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,30,FISICA,CENTRO,CUAUHTEMOC,19.4288016016394,-99.1470989602132
16871,2023,Junio,2023-06-13,2024-11-11T08:50:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,37,FISICA,PERALVILLO,CUAUHTEMOC,19.4608914765856,-99.130723629715
16872,2023,Junio,2023-06-12,2024-11-11T10:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,54,FISICA,DOCTORES,CUAUHTEMOC,19.4180488255468,-99.1481767604497
16873,2023,Junio,2023-06-12,2024-11-11T05:10:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,60,FISICA,TRANSITO,CUAUHTEMOC,19.418012153274,-99.1325756895573
16874,2023,Junio,2023-06-13,2024-11-11T03:00:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,38,FISICA,EX-HIPÓDROMO DE PERALVILLO,CUAUHTEMOC,19.4556912832952,-99.1303199499948
16875,2023,Junio,2023-06-11,2024-11-11T10:16:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,33,FISICA,CONDESA,CUAUHTEMOC,19.4132854533206,-99.1785487499442
16876,2023,Junio,2023-06-14,2024-11-11T12:30:00.000Z,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Femenino,47,FISICA,CENTRO,CUAUHTEMOC,19.4354664476108,-99.1257946204167
16877,2023,Junio,2023-06-12,2024-11-11T03:30:00.000Z,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,26,FISICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,19.4509239474025,-99.1532608901258
16878,2023,Junio,2023-06-09,2024-11-11T10:23:00.000Z,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,36,FISICA,GUERRERO,CUAUHTEMOC,19.4404631414833,-99.1424301301126
